Date,Open,High,Low,Close,Volume,Change
2016-05-18,714470.0,718945,712620,715045,5192405,-0.3956878638732126
2016-05-19,712075.0,715750,708220,710550,2938568,-0.3890670448145603
2016-05-20,714535.0,715190,710305,713530,3641941,0.2381918166097403
2016-05-23,715105.0,716895,711700,714515,3422123,0.184931599061692
2016-05-24,717420.0,715865,710155,711525,2415484,-0.3037704128372644
2016-05-25,718895.0,719375,714565,716885,2735018,0.489240629301167
2016-05-26,718170.0,720935,715315,717375,2399042,-0.0100075573231129
2016-05-27,761570.0,762380,757110,760420,2631984,0.2452603643677453
2016-05-30,762805.0,764055,757850,761550,2929459,0.1250330908183178
2016-05-31,764420.0,767115,760395,765820,2216261,0.4116290235714945
2016-06-01,764260.0,766865,761070,763645,1465826,-0.129098661336268
2016-06-02,764160.0,765955,761045,763195,1637250,-0.0724411663354028
2016-06-03,765470.0,765875,761140,763440,2080414,0.0156159801455375
2016-06-07,769435.0,768355,763245,766440,2091493,0.2943380727048008
2016-06-08,774995.0,772450,765895,770750,2705209,0.3420219680476737
2016-06-09,771895.0,776755,771215,773560,4011987,0.197774466431158
2016-06-10,764565.0,773730,767905,770700,2307909,-0.1475446209947714
2016-06-13,757385.0,766285,758915,761375,2151089,-0.7959824967942098
2016-06-14,754775.0,759100,753050,756705,2487528,-0.4893733409643164
2016-06-15,754495.0,756565,750635,753425,2502151,-0.3055647706612374
2016-06-16,750055.0,755950,747940,750020,2498047,-0.3265884056155356
2016-06-17,754215.0,752785,745710,748150,2326146,-0.1379948376829541
2016-06-20,757855.0,757300,749815,754555,2593587,0.5760898390890091
2016-06-21,758515.0,760020,754140,756985,2253896,0.2111348272692247
2016-06-22,758290.0,761345,755975,759205,2289325,0.2009572694619702
2016-06-23,758555.0,759440,754700,757180,2353203,-0.1262288016127098
2016-06-24,736365.0,764715,733610,744255,5450388,-1.2289884137462384
2016-06-27,735855.0,743335,734305,740900,3272383,-0.3209345011543348
2016-06-28,744665.0,741815,733520,739560,3830078,-0.0900360143532637
2016-06-29,753730.0,749765,742135,746925,3208709,0.7236527388963203
2016-06-30,754060.0,755030,749780,751970,3351265,0.4295614471543598
2016-07-01,807600.0,806730,801215,804205,2641920,0.365163838415131
2016-07-04,808625.0,811400,804550,808580,2455670,0.3460755371609126
2016-07-05,800495.0,810205,804535,806690,2069517,-0.0934689026107588
2016-07-06,801610.0,802555,793760,797355,2578290,-0.879209085668056
2016-07-07,830910.0,835205,830425,833325,2183003,0.4523204165995841
2016-07-08,832260.0,832050,824890,826590,3119508,-0.5530527292133747
2016-07-11,834765.0,835045,829240,832975,1865969,0.6499438900776194
2016-07-12,841335.0,837135,832480,835485,2775155,0.2744645194191117
2016-07-13,839670.0,845470,837145,840805,3182209,0.4993109057791977
2016-07-14,843675.0,841525,836700,839555,2489960,-0.0544223703662161
2016-07-15,841720.0,845330,838335,840190,2548572,0.0572480190391938
2016-07-18,841630.0,843470,839230,841470,2903858,0.1095705014032136
2016-07-19,840120.0,842650,838180,840105,3000598,-0.0700123068580935
2016-07-20,841695.0,841755,837855,839920,2718076,-0.0042928475097541
2016-07-21,836680.0,843385,837985,840140,3588414,0.0145959332840364
2016-07-22,848430.0,849165,844555,846955,2908270,-0.2421448275775559
2016-07-25,845160.0,849570,844575,846040,2419688,-0.0641486559322618
2016-07-26,846925.0,847305,843300,846250,4225052,0.0332097023700414
2016-07-27,844205.0,848375,842115,843870,2836148,-0.2067656926431358
2016-07-28,843070.0,846080,840795,842925,2997332,-0.1093297975734657
2016-07-29,843350.0,844835,839955,841285,3216427,-0.1657015830350379
2016-08-01,839035.0,845485,839365,842010,2066677,0.0411021836282087
2016-08-02,834375.0,840510,835995,837835,2948346,-0.4328664788544491
2016-08-03,836245.0,835765,830850,833335,2904820,-0.4732488578173364
2016-08-04,837645.0,838160,833450,835615,3352960,0.3158548154133678
2016-08-05,839640.0,839540,833500,836165,2730102,0.0274830114960055
2016-08-08,842830.0,842250,837290,840230,2752769,0.4490352241944548
2016-08-09,845080.0,846055,840570,843780,2273294,0.3427647314453433
2016-08-10,845795.0,848390,843105,846315,3137400,0.2553369556274449
2016-08-11,848745.0,847435,842265,844095,2724411,-0.2337136368728687
2016-08-12,874145.0,871700,866245,868805,2575222,0.4859404646911453
2016-08-16,871530.0,876420,870820,872440,3372541,0.304037863443943
2016-08-17,870870.0,872785,867690,869405,3062601,-0.3603580469165623
2016-08-18,872390.0,872780,866970,868665,2774186,-0.0871153084019564
2016-08-19,869955.0,874710,868775,871590,3259942,0.1690621921638665
2016-08-22,866500.0,871525,865780,867735,2978622,-0.3241840287177582
2016-08-23,868820.0,869610,863160,867065,3363820,-0.0100724484494303
2016-08-24,866500.0,870570,865610,867875,3412198,0.1042025208536878
2016-08-25,864875.0,867440,862765,864235,3337057,-0.3398097041469747
2016-08-26,863420.0,866130,862575,864610,3030014,0.0396339281054013
2016-08-29,863295.0,864585,859470,861015,3387521,-0.377526159629042
2016-08-30,861990.0,865240,861240,862945,2833223,0.1547100458719774
2016-08-31,858685.0,863680,858405,860470,2761885,-0.240751296612114
2016-09-01,858950.0,861010,856140,859675,3383420,0.0220723909613229
2016-09-02,862305.0,860855,856110,858490,3459839,-0.041341351803858
2016-09-05,865450.0,865305,860375,863090,2910629,0.4180813157213109
2016-09-06,864505.0,867415,862195,864495,4566078,0.1003509000950842
2016-09-07,864620.0,866385,860985,863220,3600883,-0.1524822186951669
2016-09-08,864935.0,866360,861905,864055,3264082,0.0695477370560083
2016-09-09,849300.0,865715,861340,862525,2576075,-0.1723027526610455
2016-09-12,853910.0,851995,846085,848760,3159607,-1.2009168617797243
2016-09-13,846155.0,854825,850225,851935,2099255,0.26489187439308
2016-09-19,848045.0,849400,844150,847915,3294661,-0.2981711687842259
2016-09-20,850885.0,850665,845855,849485,4050471,0.183584696052773
2016-09-21,858360.0,853400,849090,852370,3321626,0.2698537561934574
2016-09-22,862195.0,861315,856045,858390,4716538,0.6044795491556209
2016-09-23,859735.0,863590,859870,861615,3201080,0.3069408434713693
2016-09-26,857670.0,861270,857680,859155,2783126,-0.1796090432252436
2016-09-27,860305.0,862145,854700,860615,2560769,0.1410517271576037
2016-09-28,863585.0,861445,857500,858730,3488005,-0.1444550819115726
2016-09-29,861885.0,867245,861580,865180,4264162,0.5874492690403882
2016-09-30,860490.0,863880,855885,858210,4308466,-0.6949426131351082
2016-10-04,860190.0,862900,858010,860720,4179542,0.2490229215823442
2016-10-05,861765.0,862310,857465,859880,2861635,-0.0926846263703449
2016-10-06,861680.0,862640,858280,859655,2027100,-0.0605212346096276
2016-10-07,857345.0,862610,857685,858885,2205235,-0.1430642138405531
2016-10-10,863740.0,859845,855705,857995,2087787,-0.025434791562471
2016-10-11,858115.0,865260,860725,862160,2594548,0.2988506897735929
2016-10-12,856920.0,860095,856360,858515,2354656,-0.2999343089961075
2016-10-13,853875.0,858095,852035,853555,2420451,-0.4338705273073263
2016-10-14,854485.0,856115,851265,853625,2751041,-0.0591317890347876
2016-10-17,852505.0,855845,850520,852855,2222889,-0.0645003379719348
2016-10-18,856500.0,855430,850860,853975,1895633,0.064359068361794
2016-10-19,858110.0,857810,854085,855640,2090555,0.1662605179017414
2016-10-20,856265.0,859620,855795,857375,1932284,0.1324107746424855
2016-10-21,855650.0,857615,853350,854955,3583471,-0.1951080333422464
2016-10-24,857080.0,857775,853350,855985,2216278,0.0606976891075093
2016-10-25,850730.0,858230,852425,854530,2465143,-0.2131488056250429
2016-10-26,889450.0,892235,885870,888535,2292369,-0.4658429496284548
2016-10-27,890305.0,891790,886950,890175,1943817,0.2617725926214845
2016-10-28,942485.0,951220,946010,947050,1975212,-0.404262963852644
2016-10-31,938545.0,944150,939600,941550,3762129,-0.5608227193124157
2016-11-01,935160.0,941615,935780,939485,3374281,-0.1624701511148082
2016-11-02,929620.0,937210,930480,932695,4477186,-0.7926229509789153
2016-11-03,930235.0,933845,927710,932245,4125249,-0.0305636822317925
2016-11-04,931735.0,931740,927125,928915,4152786,-0.3244305792352356
2016-11-07,937305.0,934715,929240,932810,4387164,0.4615617415874985
2016-11-08,937590.0,939150,934770,937710,2728094,0.5107383695434572
2016-11-09,941700.0,943270,916730,925895,5041478,-1.2827300017751155
2016-11-10,943845.0,945605,937805,942895,4477899,1.9071295061708933
2016-11-11,942720.0,945790,939535,942330,2826411,-0.135158491154524
2016-11-14,943600.0,946085,938940,942425,2773875,0.0092678594127527
2016-11-15,947785.0,946625,940215,943415,1764637,0.0581683666221823
2016-11-16,947530.0,950295,944465,947855,4239448,0.5266934995100551
2016-11-17,948255.0,948735,944275,946810,1634476,-0.0832175332259154
2016-11-18,945400.0,949040,943335,945090,1575519,-0.2466253345788813
2016-11-21,949680.0,948710,941890,945135,3267532,-0.1138688392885259
2016-11-22,951090.0,952535,946825,950485,4469562,0.4388345853129369
2016-11-23,951640.0,953965,948180,950800,3640284,-0.0067638072553139
2016-11-24,949255.0,953240,947430,949265,2812998,-0.2484375868936164
2016-11-25,947860.0,952090,946105,949275,2543745,0.0271792320794998
2016-11-28,947105.0,951625,943785,948295,3083310,-0.0808396533398314
2016-11-29,947720.0,951320,944260,949160,3149522,0.1201943239259471
2016-11-30,950890.0,949765,943280,946275,3534308,-0.2183705286538884
2016-12-01,959550.0,965145,956530,961285,4396094,0.3688466563923486
2016-12-02,957965.0,963435,954780,959015,4238770,-0.3008980546577755
2016-12-05,958540.0,959655,954455,956680,3490290,-0.311612319415442
2016-12-06,963765.0,964320,956320,962310,2865708,0.5775897746344054
2016-12-07,966145.0,965130,958605,961305,3667121,-0.1194399179543173
2016-12-08,971265.0,971110,963830,969320,3553154,1.0476178326380094
2016-12-09,980860.0,975140,968600,973165,2727242,0.2563339986492498
2016-12-12,975800.0,983075,975230,978255,3084402,0.4491705635623826
2016-12-13,977970.0,978320,973085,976325,2538739,-0.016509488965515
2016-12-14,971475.0,979490,974895,976860,2667352,0.087063463212603
2016-12-15,974335.0,975425,968210,973055,2098434,-0.1861397901922846
2016-12-16,975215.0,976155,971700,973905,2258331,0.0696549424492591
2016-12-19,975015.0,976905,972515,974495,2540906,-0.0112026928536546
2016-12-20,976780.0,976250,972065,973460,1911722,-0.0671817224839503
2016-12-21,974140.0,978720,974170,976050,2127382,0.1345874746520089
2016-12-22,973135.0,975605,971215,972865,1899861,-0.2546652195957969
2016-12-23,974025.0,974745,970685,973070,1757925,0.0528047163117733
2016-12-26,974955.0,976430,971950,974825,1595837,0.1284214809580018
2016-12-27,976315.0,976725,973075,975000,1469692,0.0326046838300587
2016-12-28,973395.0,977935,973890,976095,1689311,0.0928369651675903
2016-12-29,985625.0,985950,981430,984185,1822964,-0.1983330227327991
2017-01-02,988060.0,987960,982250,985395,1411690,0.0635605062126219
2017-01-03,995690.0,990810,984515,987635,1574870,0.1794893196648588
2017-01-04,993030.0,1004395,993835,1002820,1796496,1.1847632414205982
2017-01-05,992970.0,995355,990435,992730,1565757,-0.3526428945667067
2017-01-06,991670.0,994815,990315,992605,1558013,-0.0140744526212513
2017-01-09,988230.0,995700,988805,992915,1371161,-0.0543594056830501
2017-01-10,986940.0,989505,985145,986905,2419610,-0.5070667753990434
2017-01-11,991125.0,990450,983990,988180,2182401,0.2008580881225253
2017-01-12,991600.0,998470,988630,996370,1529382,0.54063651111356
2017-01-13,988795.0,994485,989115,992095,2334770,-0.1030587637948244
2017-01-16,990970.0,993380,985055,990530,1653207,-0.0907017003920666
2017-01-17,989725.0,993985,988345,991400,1246213,0.0557892593535169
2017-01-18,990015.0,991745,986940,989785,1667921,-0.1406613403557469
2017-01-19,987290.0,991880,986665,988750,1766474,0.0028796488194729
2017-01-20,987270.0,988985,984955,986565,1569248,-0.191675874600616
2017-01-23,979655.0,989835,984375,986830,2012281,-0.0459699535781034
2017-01-24,987185.0,987325,976820,984760,1328416,-0.23718857446203
2017-01-25,988410.0,990435,982180,986060,1328890,0.0242674634248669
2017-01-26,985980.0,991745,986200,990095,1384045,0.4033417703340543
2017-01-31,986220.0,987685,982570,984640,1558501,-0.4475912172656699
2017-02-01,988205.0,988850,983970,987265,1573488,0.3308991748379946
2017-02-02,987150.0,990435,985680,987780,1852295,-0.0166456958102111
2017-02-03,989130.0,988720,983780,985700,1606297,-0.1721507350759693
2017-02-06,987185.0,990945,986255,988735,1512828,0.3114861775246493
2017-02-07,985300.0,989295,984965,987355,1712536,-0.0277974704617933
2017-02-08,986540.0,987120,981600,984520,2960378,-0.2290235033841575
2017-02-09,991915.0,988725,984550,987105,1566347,0.1908835044347382
2017-02-10,995525.0,994280,989725,992475,1729835,0.454291785253639
2017-02-13,997325.0,997670,993905,996545,2344492,0.3581405014749942
2017-02-14,997035.0,998800,993460,995325,1997264,-0.0874189268904025
2017-02-15,999930.0,999960,995330,998420,1671884,0.3543725233432514
2017-02-16,999125.0,1001460,996705,998770,1686691,0.0180927894037836
2017-02-17,999870.0,1001500,997110,999235,1990272,0.0318098745866851
2017-02-20,1000915.0,1001405,996890,998845,1940297,-0.0732770587062725
2017-02-21,1005685.0,1004075,999225,1002410,1736389,0.3611716038313121
2017-02-22,1004610.0,1007090,1002925,1004890,2184702,0.1909458034170821
2017-02-23,1003940.0,1005950,1001990,1003840,1629811,-0.0301980700233402
2017-02-24,1001650.0,1007595,999990,1003960,2396665,0.1751220371089622
2017-02-27,1002535.0,1003835,998570,1001135,1694287,-0.3040355405446137
2017-02-28,1007380.0,1003890,999425,1001905,1628395,0.0450046091307718
2017-03-02,997935.0,1008735,1001320,1002770,1873285,0.0498327209282967
2017-03-03,995305.0,999225,993240,995410,2700151,-0.727515359587186
2017-03-06,995430.0,997540,992120,995830,1868882,0.0710189763827076
2017-03-07,995830.0,998675,993440,996905,1543130,0.1193923163631614
2017-03-08,990735.0,996940,993290,994800,1631164,-0.1647348051838037
2017-03-09,989875.0,993415,988375,991010,3323672,-0.1919499169981034
2017-03-10,990500.0,992310,986605,989910,2577282,-0.0444580613275159
2017-03-13,993030.0,993350,988005,990860,2683613,0.1127397481927468
2017-03-14,992870.0,994635,990500,992435,1628263,0.103535480686256
2017-03-15,996005.0,994090,988945,990375,1705530,-0.2447863172547766
2017-03-16,997610.0,998675,993545,996090,2186723,0.5164993520255001
2017-03-17,996360.0,999180,994220,996140,1678961,0.0629072168144282
2017-03-20,996245.0,997155,993110,994300,1638987,-0.2001798530714004
2017-03-21,991185.0,999050,993985,997205,1920705,0.2906177374457067
2017-03-22,992420.0,993575,988065,990320,2281551,-0.5669985164525198
2017-03-23,1003260.0,1004480,999835,1001875,1621399,0.1609453484168876
2017-03-24,1002310.0,1005550,1001030,1003455,1651099,0.1893203406255841
2017-03-27,1002665.0,1004765,997900,1000615,1890775,-0.2591735994418565
2017-03-28,1007085.0,1004800,1000515,1003165,1634989,0.2544345937304782
2017-03-29,1007845.0,1008715,1003815,1006590,1435602,0.2818012352941367
2017-03-30,1008580.0,1009760,1004430,1006450,1994581,-0.0404985295404006
2017-03-31,1011395.0,1011460,1006590,1009495,1691948,0.334125713940741
2017-04-03,1009490.0,1013435,1008750,1011445,2216598,0.2318743283115891
2017-04-04,1009890.0,1010845,1006450,1008360,1550616,-0.2596105331382008
2017-04-05,1007330.0,1012500,1006825,1009620,2894173,0.05855356089114
2017-04-06,1010755.0,1008800,1004520,1007190,1609787,-0.1930677470651015
2017-04-07,1003140.0,1014395,1006800,1010710,3114906,0.2580983614251398
2017-04-10,1007485.0,1011055,998755,1007010,1729064,-0.409983443004033
2017-04-11,1008795.0,1009820,1004515,1007150,1691893,0.0182187058573555
2017-04-12,1007180.0,1010505,1006730,1008600,1848392,0.0835484965472998
2017-04-13,1005690.0,1010005,1003580,1007460,1527881,0.0002945918804039
2017-04-14,1003500.0,1007455,1002965,1005135,1501071,-0.2024203185910344
2017-04-17,1009395.0,1007615,1001290,1005915,1418361,0.1819532206579311
2017-04-18,1006030.0,1010725,1005695,1008095,1455912,0.2102698836667857
2017-04-19,1004110.0,1007820,1003300,1005490,1538802,-0.1880199850650239
2017-04-20,1010195.0,1007540,1002390,1006405,2078195,0.1840993717659003
2017-04-21,1011160.0,1011825,1007890,1010270,1780546,0.3562013717434199
2017-04-24,1012435.0,1017990,1007375,1015125,2102419,0.2046385803027759
2017-04-25,1016440.0,1014970,1009210,1012105,2501859,-0.0139658306424799
2017-04-26,1016440.0,1019490,1013765,1016995,1899269,0.4264877909424386
2017-04-27,1015145.0,1017495,1013365,1015250,2067186,-0.1526957916689529
2017-04-28,1013335.0,1016645,1011770,1013385,1830113,-0.2024385149590291
2017-05-02,1012065.0,1015730,1010955,1013620,2685936,0.0403154621522686
2017-05-04,1016895.0,1015285,1010235,1013825,3288928,0.128072595477118
2017-05-08,1022665.0,1021445,1013100,1018465,3394515,0.4905162982932936
2017-05-10,1024015.0,1025525,1017840,1020305,2206031,0.1828612237131173
2017-05-11,1025175.0,1027940,1022110,1026685,2649513,0.6138871910264212
2017-05-12,1024580.0,1027840,1022500,1025300,2324167,-0.1937161502956443
2017-05-15,1026820.0,1027730,1021820,1024790,1860395,-0.038287082430162
2017-05-16,1026245.0,1028860,1024250,1026925,1743175,0.1549089697995371
2017-05-17,1019575.0,1028080,1023220,1025430,1808723,-0.0700660134984335
2017-05-18,1022965.0,1021820,1017435,1020040,1851537,-0.4669049220711874
2017-05-19,1028975.0,1025615,1021650,1024270,2237746,0.3933295365675413
2017-05-22,1031885.0,1031385,1027025,1029375,2296473,0.3874066880448751
2017-05-23,1034665.0,1035290,1029745,1033140,1924940,0.3062534766723154
2017-05-24,1037125.0,1036770,1032330,1034890,2523840,0.166875340877469
2017-05-25,1038330.0,1041880,1035140,1040090,2247925,0.3825416619399793
2017-05-26,1041190.0,1041515,1035325,1038925,2895116,-0.047406758296212
2017-05-29,1039920.0,1042365,1038585,1039840,2342239,-0.0048429244200896
2017-05-30,1049090.0,1051770,1047725,1049710,1680144,0.0441502807559488
2017-05-31,1048685.0,1052305,1046535,1049410,2343608,0.0022107865462622
2017-06-01,1062355.0,1059755,1056580,1058360,1927023,-0.0930637380139818
2017-06-02,1063715.0,1064795,1059000,1061535,2493607,0.2669307873891667
2017-06-05,1060765.0,1066015,1060675,1062980,1953996,0.1883356493743715
2017-06-07,1060515.0,1063655,1058895,1061725,1871903,-0.1269338914112844
2017-06-08,1063895.0,1063305,1057600,1061245,5164975,-0.0646845114277069
2017-06-09,1063380.0,1067000,1061865,1064890,2892381,0.2704315147536709
2017-06-12,1062955.0,1065040,1059750,1061080,2183466,-0.2996556933636556
2017-06-13,1067190.0,1065365,1061285,1063905,1939006,0.2640027373173721
2017-06-14,1062185.0,1068580,1062725,1064325,1909707,0.0666164250283806
2017-06-15,1060255.0,1063865,1058040,1060460,2922136,-0.347828426169008
2017-06-16,1060030.0,1062495,1057395,1059305,2313764,-0.0747901027414641
2017-06-19,1064060.0,1064160,1058505,1062220,1932024,0.210845372390455
2017-06-20,1056500.0,1064710,1059560,1060765,2206034,-0.2109696193436663
2017-06-21,1057495.0,1059890,1054205,1057985,2706202,-0.3114596927340538
2017-06-22,1060300.0,1060985,1054545,1058295,2675429,-0.1358736412522961
2017-06-23,1062080.0,1062495,1057965,1061115,2146310,0.3407687496116873
2017-06-26,1064845.0,1065980,1059540,1063335,2213409,0.144311284391399
2017-06-27,1062585.0,1067335,1062525,1065270,1925661,0.1780394471866221
2017-06-28,1065475.0,1064730,1059590,1061680,2018463,-0.242893494395477
2017-06-29,1062590.0,1068100,1063070,1066175,2355349,0.3950263028167798
2017-06-30,1066035.0,1065580,1060640,1063745,1969391,-0.1861612926359615
2017-07-03,1068380.0,1067725,1062420,1064620,3365532,0.1251936460429898
2017-07-04,1078750.0,1082695,1075930,1078130,4152906,0.1926625275313274
2017-07-05,1077340.0,1081875,1075280,1078815,3622683,-0.0177056026277356
2017-07-06,1072835.0,1079615,1073675,1077255,3873416,-0.1417194428351663
2017-07-07,1074120.0,1074645,1069970,1071845,4084219,-0.4712616380244087
2017-07-10,1071745.0,1075875,1069480,1071660,2837556,-0.103595403948157
2017-07-11,1073720.0,1075790,1067940,1072415,2625150,-0.0393823032070911
2017-07-12,1074650.0,1075835,1069065,1070910,3330743,-0.0597014130969575
2017-07-13,1078525.0,1077995,1071890,1075570,2776991,0.2903652172269488
2017-07-14,1083090.0,1081360,1075265,1078825,3240729,0.306531766673035
2017-07-17,1083005.0,1085895,1079485,1082625,4110188,0.3255145252278731
2017-07-18,1103455.0,1104755,1099385,1102385,1911174,-0.0248601157314795
2017-07-19,1109395.0,1106240,1100570,1103990,1902526,0.170777245896601
2017-07-20,1108920.0,1111505,1106305,1109435,2466504,0.5242734878672212
2017-07-21,1106965.0,1110425,1105985,1108005,1458211,-0.1493244101747325
2017-07-24,1106105.0,1108785,1102660,1105605,2593079,-0.2897134745557022
2017-07-25,1112010.0,1109040,1103595,1105695,1623762,0.0710403542632097
2017-07-26,1110615.0,1114545,1106870,1109465,4147571,0.4321655622462159
2017-07-27,1109660.0,1113145,1107870,1110755,3277187,0.1382892016686814
2017-07-28,1106425.0,1111725,1104410,1106915,3838493,-0.2888392915063887
2017-07-31,1108435.0,1109570,1102285,1106920,3287987,-0.1008450786132796
2017-08-01,1120790.0,1123015,1116275,1120455,2942698,0.25711644373883
2017-08-02,1119635.0,1123055,1118545,1120990,2735193,0.0162549465334644
2017-08-03,1113120.0,1121155,1112520,1114260,2268993,-0.5908625601331666
2017-08-04,1117345.0,1116695,1110045,1113605,2192248,-0.0789907006326799
2017-08-07,1116675.0,1120460,1113905,1117460,2374690,0.3388116364932253
2017-08-08,1153445.0,1158815,1153670,1155670,1695199,-0.1498473343850677
2017-08-09,1152225.0,1155740,1150450,1152825,2435178,-0.1984977391352483
2017-08-10,1141710.0,1155560,1147850,1152060,2705871,-0.0081872886619558
2017-08-11,1164005.0,1165585,1158115,1161495,3718513,-0.8933427319811333
2017-08-14,1166275.0,1166690,1160845,1164055,1855826,0.1282318953066093
2017-08-16,1166645.0,1168190,1162790,1165110,1749406,0.1026688867810944
2017-08-17,1161855.0,1169245,1163815,1166935,2435300,0.129365699706662
2017-08-18,1167650.0,1166065,1159750,1164705,2335378,-0.1674346291624369
2017-08-21,1166225.0,1169585,1164805,1166790,2518960,0.1500093715785438
2017-08-22,1170480.0,1168960,1163875,1167200,2303435,0.0005288561985363
2017-08-23,1170725.0,1172330,1167480,1169700,1798099,0.1392396619245583
2017-08-24,1173915.0,1173455,1168645,1171155,1918842,0.1951459996809356
2017-08-25,1173825.0,1176565,1169110,1172460,2408307,0.0463846803974082
2017-08-28,1193175.0,1197795,1191510,1195155,2902694,0.2655178163047163
2017-08-29,1194745.0,1195150,1190135,1193045,4543783,-0.1902288959906035
2017-08-30,1196005.0,1197165,1192090,1194370,2595307,-0.000488268752061
2017-08-31,1218695.0,1218075,1212435,1214940,6772567,0.0592225337539194
2017-09-01,1213570.0,1221750,1215070,1218165,8500653,0.3593138942611389
2017-09-04,1218070.0,1219665,1211140,1216635,5171843,-0.1620635136630906
2017-09-05,1215195.0,1221015,1212510,1216300,6525613,-0.1159440893154595
2017-09-06,1218410.0,1218290,1211615,1214965,6436062,-0.0924005804559747
2017-09-07,1219190.0,1221375,1215620,1218300,5307001,0.362556399773612
2017-09-08,1217240.0,1221060,1214440,1216840,4484587,-0.1819963400045146
2017-09-11,1223970.0,1221855,1214035,1217605,5603795,-0.01826237695285
2017-09-12,1224805.0,1226215,1219540,1222705,3833456,0.4503853416418994
2017-09-13,1225030.0,1228090,1220320,1224165,4623964,-0.0064882027503071
2017-09-14,1227170.0,1228915,1221510,1225480,5612307,0.207756732555555
2017-09-15,1231310.0,1231185,1222625,1226915,6241656,0.1559768657742363
2017-09-18,1255375.0,1255430,1246930,1251535,5439457,0.3236795898275936
2017-09-19,1255100.0,1258200,1249665,1253095,5471072,0.2140114686342427
2017-09-20,1254240.0,1258120,1249470,1253330,4570545,0.0217462183481883
2017-09-21,1259550.0,1266295,1257135,1260500,5963613,-0.2094751400586728
2017-09-22,1253685.0,1261730,1250510,1253845,5952152,-0.6007980581891726
2017-09-25,1253565.0,1257510,1248520,1252280,4279411,-0.2531710098394446
2017-09-26,1256710.0,1259100,1249155,1255665,9399582,0.3146534210184781
2017-09-27,1297900.0,1299395,1292705,1296715,5863670,0.165679137604239
2017-09-28,1299415.0,1301310,1292890,1297085,6059270,0.1090005854815371
2017-09-29,1307385.0,1303805,1295645,1300175,7009017,0.2758377771824516
2017-10-10,1313235.0,1313360,1303195,1308780,4946237,0.6619029303525327
2017-10-11,1314255.0,1317160,1308450,1312985,7382792,0.276963364601416
2017-10-12,1317410.0,1319280,1310760,1316595,5803205,0.324788104959631
